index,product,category,sub_category,brand,sale_price,market_price,type,rating,description
4879,"Creme - Non Greasy Moisturizer Cream for Face, Body & Hands",Beauty & Hygiene,Men's Grooming,Nivea Men,116.0,160.0,Face & Body,4.1,"Nivea Men Creme cares for your skin and it is specially developed for men and suitable for face, body, and hands. The skin compatibility is dermatologically approved.

Especially developed for men, it is suitable for: 
Face 
Body 
Hands
Skin compatibility dermatologically tested."
4931,Palette Intensive Color Cream - 4-60 Lustrous Medium Brown,Beauty & Hygiene,Hair Care,Schwarzkopf,325.0,325.0,Hair Color,2.5,"Achieve the intensive and radiant looking hair colour with the Schwarzkopf Palette Intensive Color Cream. Thanks to the rich care mask with Keratin Complex your hair is intensively nourished after colouring. The hair colour cream seals in the high-intensive pigments for maximized colour radiance. Your hair is stronger, smoother and has a magnificent shine.With the Palette Intensive Colour Creme, you get gorgeous looking, shinier hair with utmost care like never before. Whether you want to change your hair colour permanently, reliably cover grey or simply try out a new look, Schwarzkopf Palette offers you a complete range of intensive, long-lasting intensity, luxurious, sensual or gentle caring natural colours inspired by the latest trends, to fulfil your personal wishes."
4949,Gentle & Soft Deep Pore Cleanser,Beauty & Hygiene,Skin Care,Lakme,188.0,235.0,Face Care,4.2,"Nourish your skin while you cleanse it with the Lakme Deep Pore Cleanser. This skin cleanser gently extracts dirt, oil, makeup, and other impurities from your skin after a long day. The natural avocado content in this cleanser replenishes your dry skin with its nourishing qualities. Enriched with the antioxidant properties of Vitamin E, this cleanser conditions your skin, leaving it soft and supple. It cleans your clogged pores, gently and lets your skin breathe. With the Lakme Deep Pore Cleanser, your skin feels visibly cleansed, purified, and nourished. Make cleansing a vital part of your skincare regime with this cleanser and get flawless skin."
4956,Youth Eternity Day Cream,Beauty & Hygiene,Skin Care,Himalaya,374.25,499.0,Face Care,3.9,"Himalaya Youth Eternity Day Cream is a breakthrough anti-aging formulation based on Plant Stem Cell Research and exotic Herbal Actives. Edelweiss Plant Stem Cells are power-packed with antioxidants, while Woodfordia, Rose Myrtle, and Cipadessa regulate youth genes and work with your innate Skin Cell-Matrix, responsible for the anti-ageing mechanism of your skin. This light, non-greasy, fast-absorbing day cream is a powerful blend of botanical extracts that reduce fine lines and wrinkles, and re-plump your skin, leaving it looking healthier and younger. It softens your skin, Improves Skin Cell Matrix to fight signs of ageing reduces fine lines and wrinkles. 96% of consumers noticed a significant improvement in skin hydration. It also prevents daily damage caused by photoaging and provides deep moisture to the skin. Reducing visible pores, it enhances the skin luminance and also evens out the skin tone."
5000,"Baby Lotion - Mineral Based Sunscreen, 0-5 years",Baby Care,Baby Bath & Hygiene,Mamaearth,299.0,299.0,Baby Creams & Lotions,3.1,"Exploring their environment is the first way how a baby is able to understand its surroundings. Mamaearths mineral based sunscreen can help your baby take its first steps into the big world by giving them the sun protection they need. Our sunscreen has the best mineral, Zinc oxide with an SPF level of 20 which makes it the best form of sun protection your baby can get. It provides a waterproof layer of safety which protects the skin from any kind of damage from the harmful UVA & UVB rays. Cocoa and shea butter in our sunscreen moisturises your little ones skin while Aloe Vera extracts help the skin soothe. Our mineral based sunscreen allows your baby to have a fun-filled day full of protection while splashing about in the water. Mamaearths sunscreen comes with a Made Safe Certification and hence is the best sun protection you could choose for your baby."
5025,Acne Face Wash For Oily & Acne Prone Skin -  With Magnolia Bark Power,Beauty & Hygiene,Men's Grooming,Nivea Men,95.04,99.0,Face & Body,4.0,New Nivea men acne face wash enriched with magnolia bark fights 99% acne bacteria and gives you a clean clear skin. Now get awesome skin in just one minute.
5037,Bio Rejuvenating Vetiver,Beauty & Hygiene,Fragrances & Deos,BIOTIQUE,524.25,699.0,Perfume,5.0,"A distinguished aromatic citrus, Eau De Toilette comes with a strong fragrance. Fresh, woody and spicy, rejuvenating vetiver is the reason for the soul-soothing essence of this perfume. It contains vetiver, bergamot and amber that gives you a soul-touching aroma. This fragrance has a timeless elegance."
5059,Breathe Easy Vapour Roll - On For Babies,Baby Care,Baby Bath & Hygiene,Mamaearth,498.0,498.0,Baby Health,4.5,"Mamaearth's Madesafe certified breathe easy vapour roll-on is for babies is a natural blend of aromatherapy essential oils like eucalyptus, tulsi and wintergreen that soothes and provides relief from cold, cough and nasal congestion. Lavender oil in the breathe-easy vapour roll on aids restful sleep in babies. It comes in a roll on bottle that is easy to use and apply."
5093,"Face Pack - Bio Fruit Spot Lightening, Bxl Cellular",Beauty & Hygiene,Skin Care,BIOTIQUE,749.25,999.0,Face Care,,"This luxurious whitening & de-pigmentation pack is blended with the juices of pineapple, tomato, lemon and papaya fruit to visibly lighten skin for a fairer, flawless look. With regular use, skin reclaims its soft, smooth, youthful tone and texture."
5128,Oil Control Face Wash With Charcoal & Cooling Mint,Beauty & Hygiene,Men's Grooming,Nivea Men,95.04,99.0,Face & Body,4.5,New Nivea Men Oil Control Charcoal Face Wash enriched with charcoal and menthol controls oiliness and refreshes your skin with a cooling effect. Now get awesome skin in just one minute.
5144,Almond Oil Body Cleanser,Beauty & Hygiene,Bath & Hand Wash,BIOTIQUE,105.0,140.0,Bathing Bars & Soaps,4.6,"This clear soap is blended with nourishing almond, margosa and coconut oils, mixed with tumeric and wild turmeric, to gently wash away body impurities, without disturbing the skins natural pH balance. Recommended for sensitive body types.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
5164,Skin Naturals - Light Complete White Face Wash,Beauty & Hygiene,Skin Care,Garnier,80.75,85.0,Face Care,4.3,"Garnier White Complete is a women's face wash enriched with Yuzu Lemon essence. Yuzu Lemon is known as the King of Lemons since it contains a high concentration of Vitamin C and is known for its strong brightening, exfoliating and anti-oxidant properties. This daily face wash for women thoroughly cleanses, clarifies and brightens the skin. It helps recover a clear, radiant and even complexion. It is suitable for all skin types."
5168,Mascara - Black Eyeconic Curling,Beauty & Hygiene,Makeup,Lakme,337.5,450.0,Eyes,3.5,"Coming from the Eye conic range is yet another product, the Lakme Eye conic Curling Mascara. The Lakme Eye conic Curling Mascara is unique mascara that's lets you play with dramatic eye looks by giving you intensely curled lashes. The smart curl brush allows smooth strokes for perfectly curled lashes. The lightweight mascara with D-Panthenol keeps lashes smooth. The Lakme Eye conic Curling Mascara is available in two intense shades - Black and Royal Blue to add instant drama. You can use The Lakme Eye conic Curling Mascara every day for enhanced lashes that complement any eye make-up look. The Lakme Eye conic Curling Mascara goes very well with the Lakme Eye conic Kajal which can be applied on both upper and lower eye lids. You can complete the look along with the Smokey Glam Palette from the Lakme 9 to 5 Eye Quarter range. Lakme is one of India's leading color cosmetic brands offering a wide range of high-end, world-class color cosmetics and skin care products. Lakme has a vast product range specially crafted by experts for the Indian skin. The brand has also been redefining fashion in India for over 15 years with Lakme Fashion Week, India's premier fashion event."
5203,BhringAmla Hair Oil + Shampoo With Bhringraj & Amla (250 ml each),Beauty & Hygiene,Hair Care,Mamaearth,848.0,848.0,Hair Oil & Serum,,"BhringAmla Hair Oil With Bhringraj & Amla For Intense Hair TreatmentAn Ayurvedic recipe passed down generations, BhringAmla Oil is a blend of 15 medicinal herbs (Jadi Buti), including Bhringraj and Amla that keep hair strong & scalp healthy. Often called a miraculous elixir for the hair, this 100% natural formula controls hair loss, prevents premature greying, and reduces dandruff.Mamaearth BhringAmla Oil is prepared with the traditional ‘Kshirpak Vidhi’; an ancient and esoteric Ayurveda process. ‘Kshira’ or milk is combined with different herbs in a process that requires patience and precision.The secret to healthy, voluminous, and smooth hair is bottled inside Mamaearth BringAmla Hair Oil. Suitable for all hair types, our BhringAmla Hair Oil has no harmful chemicals and is free of Toxins, Parabens, and Mineral Oils. BhringAmla Shampoo With Bhringraj & Amla For Intense Hair TreatmentWith the goodness of Ayurvedic herbs and natural oils, BhringAmla Shampoo effectively works to repair hair damage. Amla and Bhringraj make the hair healthier and stronger from root to tip."
5247,Fresh Natural Women Deodorant - Long Lasting Freshness & 48h Protection,Beauty & Hygiene,Fragrances & Deos,Nivea,169.15,199.0,Women's Deodorants,4.2,"Fresh Natural Deodorant contains ocean extracts which-give you a feeling of freshness throughout the day. It also gives you protection against body odour. This product is skin compatibility dermatologically tested and recommended for daily use. Care for your underarms with NIVEA Fresh Natural Roll-On. It contains ocean extracts which-give you day-long odour protection and long-lasting freshness. Its 0% alcohol formula combines NIVEA’s gentle care and reliable protection.
The NIVEA Fresh Natural Roll-On is dermatologically tested which makes it reliable for taking care of your underarm skin.
Odour control: It contains anti-microbial agents that help keep bacteria away thus giving long-lasting odour control
Long-lasting Freshness: It contains Ocean Extracts that give a mild, soothing fragrance and keep you fresh all day long
Care for your underarms: Its gentle formula with 0% alcohol helps in taking care of the delicate underarm skin.

For Beauty tips, tricks & more visit https://bigbasket.blog/"
5249,Moisturise Lotion - Body Cocoon,Beauty & Hygiene,Skin Care,Garnier,174.3,249.0,Body Care,4.3,"For Beauty tips, tricks & more visit https://bigbasket.blog/"
5252,Pure Hands Deep Cleansing Hand Wash - Tulsi & Lemon,Beauty & Hygiene,Bath & Hand Wash,Himalaya,94.3,115.0,Hand Wash & Sanitizers,4.3,"Enriched with the power of Tulsi, known for it's detoxifying, purifying and antimicrobial properties in combination with Aloe Vera known for it's soothing and moisturizing properties. This handwash prevents excessive dryness of hands."
5271,Purifying Toner,Beauty & Hygiene,Skin Care,Kaya Clinic,217.0,320.0,Face Care,3.9,"Purifying toner is an alcohol-free toner formulated with Mandelic acid, which gently exfoliates and helps unclog pores. Botanical extracts of cucumber, witch hazel and rose along with skin soothing agents help to control excess sebum, tighten your pores, and reduce irritation leaving your skin comfortable and refreshed. The toner further prepares you for the treatment of acne. Formula researched and developed by dermatologists."
5310,Anti-Dandruff Lotion,Beauty & Hygiene,Hair Care,Kaya Clinic,150.0,200.0,Hair & Scalp Treatment,3.9,Kaya Anti-Dandruff lotion is formulated to effectively control dandruff formation and reduce dandruff related itching and scaling. Its highly efficient formula is a blend of dandruff controlling actives that arrest dandruff scales from forming and leaving the scalp healthy and conditioned.
5315,"Body Lotion For Very Dry Skin - Cocoa Nourish, With Coconut Oil & Cocoa Butter, For Men & Women",Beauty & Hygiene,Skin Care,Nivea,261.25,275.0,Body Care,4.2,"This new age body lotion has the goodness of natural oils and a fast-absorbing lotion formula, that provides deep nourishment to your skin while keeping it soft and smooth all day long.For Beauty tips, tricks & more visit https://bigbasket.blog/"
5319,Total Care Baby Pants Diapers - L,Baby Care,Diapers & Wipes,Himalaya,1065.0,1200.0,Diapers,1.0,Powered by natural anti-rash shield: Indian Aloe and Yashad Bhasma (Zinc Oxide) (that prevent the risk of diaper rash) Soft easy-to-fit design offer care and comfort to your baby. silky soft inner layer for soft & sensitive skin Breathable fabric ensures proper air circulation and leakproof soft elastic edges prevent leakage. Superabsorbent polymer (SAP) layer: Rapidly absorbs multiple wettings and provides maximum protection from dampness. Wetness indicator: Turns green to show when the baby wets the diaper. Keeps skin dry so that baby gets an undisturbed and restful sleep.
5320,White Protect Body Lotion,Beauty & Hygiene,Skin Care,Kaya Clinic,150.0,150.0,Body Care,3.5,"Niacinamide-enriched body lotion with UVA & UVB protection, resulting in hydrated, brighter skin. The light-weight, non-sticky White Protect Body lotion is a unique 3-in-1 body lotion that provides even skin tone, rich hydration, and sun protection. It is a fast-absorbing lotion that envelops your skin with SPF 13 to shield harmful UVA & UVB rays. It prevents from further darkening and retains your naturally radiant look. The formula is researched and developed by dermatologists."
5435,Strawberry Shine Lip Care,Beauty & Hygiene,Skin Care,Himalaya,112.5,150.0,Lip Care,3.8,"Shine with Himalaya Herbals naturally glossy Strawberry Shine Lip Care. The moisture-retention formula with skin soothers makes your lips naturally glossy while the antioxidants and natural actives care for your lips. Enriched with 100% natural colour, Vitamin E and antioxidants, Strawberry Seed Oil is a rich source of essential fatty acids and acts as an excellent emollient and helps maintain the skin's moisture balance. Apricot Kernel Oil is a rich source of Vitamin E and an emollient which effectively moisturises dry and chapped lips."
5475,Absolute Perfect Radiance Mineral Clay Mask,Beauty & Hygiene,Skin Care,Lakme,356.25,475.0,Face Care,5.0,"Inspired by the illuminate trend, Lakme ’s Perfect Radiance range is now elevated to a new level of luxury and efficacy. If you wish for skin that has a flawless and illuminating radiant look, then Lakme Absolute Perfect Radiance Skin Brightening Range is formulated just for you. Introducing the New Lakme Absolute Perfect Radiance Mineral Clay Mask, enriched with mineral clays and precious crystals this mask brightens your skin. The clay adsorbs oil & impurities from within the pores and its advanced skin Brightening formula is infused with vitamins to give you radiant, flawless skin. Pollution, dirt and other impurities that get accumulated on your face after a long day are washed off to cleanse that skin thoroughly. Unmask the bright illuminated look with Perfect Radiance Mineral Clay Mask. Polished skin now begins at home with a simple yet luxurious day and night ritual designed with utmost care just for you. It is suitable for all skin types and can be used in all weather conditions. For optimum results, try the absolute perfect radiance skincare regime: Day time: Facial Foam + Clay Mask + Serum + Day CremeNighttime: Facial Foam + Clay Mask + Night Creme"
5487,Bio Walnut - Purifying & Polishing Scrub For All Skin Types,Beauty & Hygiene,Skin Care,BIOTIQUE,149.25,199.0,Face Care,4.6,"This exfoliating scrub is blended with pure walnut oil, rich in Vitamin A and lecithin, extracts of Neem, mint, fenugreek and red sandalwood to purify and polish skin texture. Sweeps away dry lines and leaves skin smooth, soft and spotlessly refreshed. Skin becomes more receptive to the benefits of future treatment."
5502,Shower Gel - Refreshing Pulse For Men With Sea Minerals,Beauty & Hygiene,Men's Grooming,Fiama,283.57,398.0,Bath & Shower,4.2,"Enriched with sea minerals, the refreshing pulse is a must-have start for your day. This unique formulation can be used on your body, face as well as hair. Its rejuvenating fragrance keeps you fresh all day long. Its micro skin conditioners hydrate your skin. Have a refreshing start to your day."
5523,Bio Honey - Water With Himlayan Waters For All Skin Types,Beauty & Hygiene,Skin Care,BIOTIQUE,131.25,175.0,Face Care,4.2,"This lightening lotion is blended with pure honey, aloe Vera, manjishtha, nutgalls, carrot, sandalwood, and the fresh waters found in the foothills of the Himalayas. Refreshes, tones and brightens the complexion. Brings skin into perfect pH balance."
5772,Peach Milk Soft Creme,Beauty & Hygiene,Skin Care,Lakme,212.0,275.0,Body Care,4.3,"Is your skin losing moisture as the day goes by? Lakme brings to you the goodness of peaches and milk in a creme for the very first time! This whipped cream formula has a soothing fragrance which will make you fall in love with it instantly. This deeply nourishing formula easily absorbs into the skin to lock moisture for 12 hours to give you soft, smooth glowing skin. Apply the creme smoothly over face and neck. Use it in the day or night to get beautiful skin around the clock. For best results- use every day for nourished skin that glows.About Lakme: Lakme is Indias no.1 colour cosmetics brand offering a wide range of high-end, world-class colour cosmetics and skincare products. Lakme has a vast product range specially crafted by experts for the Indian skin. The brand has also been redefining fashion in India for over 15 years with Lakme Fashion Week, Indias premier fashion event.Allergies: In the unlikely event of skin irritation, stop using and consult a doctor immediately.Warning: Avoid contact with eyes. Wash your eyes thoroughly with clean water in case of contact."
5798,Excellence Creme Hair Color (72 ml + 100 g) + Color Protect Shampoo 175 ml,Beauty & Hygiene,Hair Care,Loreal Paris,677.0,770.0,Hair Color,,"L'Oreal Paris Excellence Creme Hair Color is a triple care colour with triple care formula. It provides 100 per cent grey coverage from root to tips. You get stronger hair, 85 per cent more resistant to brushing. For a beautifully blended colour that complements your look, without a grey in sight. It's a rich, even, long-lasting hair colour with a soft and silky touch. Excellence Creme hair colour triple protection means three ways to care for your hair: ceramide protects, pro-keratin strengthens and collagen replenishes. 
This pack contains a protective serum, colouring creme and developer and conditioner. 100% resistant grey coverage. Clean and easy preparation and application. Rich, radiant, gorgeous colour all with Excellence exclusive non-drip crème. Nourishing hair colour.
Colour Protect shampoo by L'Oreal Paris nourishes the hair and transforms its surface, keeping the hair protected and prolonging the colour radiance. The Colour Protect formula with UV filter- Light Reflecting System combines an active nourishing ingredient and filters for colour-treated hair. It nourishes the hair and transforms its surface so your hair feels silky to the touch. Colour Protect Shampoo also helps protect the hair fibre from external aggressions and accentuates the colour’s radiance.
L’Oréal Paris offers hair conditioners for every concern and hair type. Whether you’re looking to moisturise dry hair, want a conditioner for coloured hair, or want to help repair damaged hair with a deep conditioner, we have the hair conditioner - and shampoo - that best fits your needs!"
5816,"Face Scrub - Bio Resurfacing, Bxl Cellular",Beauty & Hygiene,Skin Care,BIOTIQUE,749.25,999.0,Face Care,5.0,"This exfoliating scrub is blended with pure walnut oil, rich in Vitamin A and lecithin, extracts of neem, mint, fenugreek and red sandalwood to purify and polish skin texture. Sweeps away dry lines and leaves skin smooth, soft and spotlessly refreshed. Skin becomes more receptive to the benefits of future treatment.  Tip: Following a regular skin care regime can help you achieve flawless skin. For more tips on skin care, visit bigbasket lifestyle blog, Click Here to visit bigbasket‚¬„¢s lifestyle blog"
5818,Pure Hands Moisturizing Hand Wash -  Tulsi & Aloe,Beauty & Hygiene,Bath & Hand Wash,Himalaya,94.3,115.0,Hand Wash & Sanitizers,4.4,"Enriched with the power of Tulsi, known for it's detoxifying, purifying and antimicrobial properties in combination with Aloe Vera known for it's soothing and moisturizing properties. This handwash prevents excessive dryness of hands."
5845,Bio Berry Plumping Lip Balm,Beauty & Hygiene,Skin Care,BIOTIQUE,131.25,175.0,Lip Care,4.1,"This plumping balm restores lip fullness for a voluptuous, bee-stung look and refined lip contours. Get your dream lips with Biotique Lip Balm. No chemical treatment required, this lip balm will give you those dreamy pouts."
5865,Happy Moisturising Hand Wash - Grapefruit & Bergamot,Beauty & Hygiene,Bath & Hand Wash,Fiama,239.2,299.0,Hand Wash & Sanitizers,4.2,"Fiama liquid handwash contains fragrance that is proven to make you feel fresh. The gel formulation contains skin conditioners that make your hands soft and has natural germ protection to keep your hands safe. Available in 3 variants; happy, relax, and fresh."
5905,Face Wash - Bio White Advanced Fairnessface Wash,Beauty & Hygiene,Skin Care,BIOTIQUE,138.94,195.0,Face Care,4.1,"This fresh-foaming gel is blended with the juices of pineapple, tomato, lemon and papaya fruit to visibly lighten skin for a fairer, flawless look. With regular use, skin reclaims its soft, smooth, youthful tone and texture.Tip: Following a regular skin care regime can help you achieve flawless skin. For more tips on skin care, visit bigbasket lifestyle blog, Click Here to visit bigbasket’s lifestyle blog"
5932,"Creme Multi-Purpose Moisturiser - Protective Skin Care Cream For Men, Women & Family",Beauty & Hygiene,Skin Care,Nivea,279.0,310.0,Face Care,4.3,"Nivea Creme is the original moisturiser for the whole family. This iconic product is enriched with Eucerit, a formula which provides the skin with all the protective care it needs to stay soft and supple. It is ideal for daily use whenever skin needs care. Skin compatibility dermatologically approved."
5950,Moisture Rich Jasmine Soap - For Moms,Baby Care,Mothers & Maternity,Himalaya,70.0,70.0,Maternity Personal Care,4.4,"Himalaya FOR MOMS Moisture Rich Jasmine Soap is specially designed for new moms. A rich blend of natural and deeply nourishing ingredients like Extra Virgin Coconut Oil, Cocoa and Mango Butters, this soap will pamper you, leaving your skin feeling soothed and hydrated. The aromatherapy benefits of jasmine rejuvenate the mind, making your bathtime a luxurious experience."
5978,Purifying Neem Foaming Face Wash,Beauty & Hygiene,Skin Care,Himalaya,146.25,195.0,Face Care,4.3,"Himalaya Purifying Neem Foaming Face Wash, developed after extensive research, is a combination of Neem and Turmeric. Neem is well-known for its antibacterial, antiviral and germicidal properties, which help control acne, pimples and prevent their recurrence. Turmeric has antiseptic characteristics along with skin-soothing properties. Neem is an excellent skincare ingredient known for its antibacterial properties. It improves general skin health and immunity, combating bacterial infections such as acne, boils, and ulcers. Neem tackles bacteria from the root and prevents the recurrence of pimples and blemishes. Turmeric has been used as an antiseptic for centuries, and it is regarded as one of the natures most powerful healers. The herb helps to even out your skin tone and colour, making it an excellent ingredient in a face wash. Turmeric contains strong anti-inflammatory properties, which soothe your skin."
5989,Ultra Light Indian Sunscreen,Beauty & Hygiene,Skin Care,Mamaearth,499.0,499.0,Face Care,4.1,"Mamaearth's Ultra- Light Indian Sunscreen with SPF 50 is specially curated for Indian skin tones. It provides up to 6 hours of protection against harsh UVA & UVB rays. It doesn't dry out your skin and keeps it moisturised, without making it patchy. Natural ingredients such as turmeric treat tan and keeps your skin glowing whereas orange oil increases skin's ability to absorb the cream, making it non-oily. Mamaearth Ultra- Light Indian Sunscreen is free from all harmful toxins such as paraben, mineral oil, silicone etc."
6054,"Hair Color 87.5g + 72ml, 323 Sonams Dark Chocolate + Color Protect Shampoo 175ml",Beauty & Hygiene,Hair Care,Loreal Paris,617.5,700.0,Hair Color,,"Loreal Paris Casting Creme Gloss(  87.5g + 72ml), 323 Sonam's Dark Chocolate:
Casting Creme Gloss is an ammonia-free hair colour that gives your hair visible shimmering tones, glossy shine and covers greys. It gives you the richness of natural hair colour that lasts up to 28 shampoos. Casting Creme Gloss super-nourishing formula of caring conditioner leaves your hair nourished, soft, voluptuous. 
Available in 11 glossy shades. Easy to apply with the non-drip crème formula in just 20 minutes, even for beginners. The delicate fragrance makes colouring a luxurious treat. Get natural-looking results and ultra-glossy colour with Casting Creme Gloss by L'Oreal Paris India. No-ammonia hair colour that gives natural-looking colour with visible shimmering tones and a glossy shine.
Loreal Paris Color Protect Shampoo 175ml
Colour Protect shampoo by L'Oreal Paris nourishes the hair and transforms its surface, keeping the hair protected and prolonging the colour radiance. The Colour Protect formula with UV filter- Light Reflecting System combines an active nourishing ingredient and filters for colour-treated hair. It nourishes the hair and transforms its surface so your hair feels silky to touch. Colour Protect Shampoo also helps protect the hair fibre from external aggressions and accentuates the colour’s radiance.
L’Oréal Paris offers hair conditioners for every concern and hair type. Whether you’re looking to moisturise dry hair, want a conditioner for coloured hair, or want to help repair damaged hair with a deep conditioner, we have the hair conditioner - and shampoo - that best fits your needs!"
6135,White Perfect - Clinical Day Cream SPF19 PA+++,Beauty & Hygiene,Skin Care,Loreal Paris,861.78,1170.0,Face Care,4.3,"L'Oreal Paris White Perfect Clinical Day Cream and face moisturizer that is enriched with an advanced whitening complex to reduce skin darkening and boost anti-spot whitening for a brighter & younger look. Inspired by advanced clinical procedures.An intense & effective whitening offer that neutralizes melanin and reduces skin darkening. Created by L'Oreal Skincare Laboratories. Instantly moisturizes and brightens the skin by reducing pigmented spots. Pro-Vanish 3 & SPF 19 PA+++ to reduce skin darkening and provide sunscreen/ UV protection.Dermatologically tested. Suited for oily, dry & all skin types."
6161,Bio Kelp - Fresh Growth Protein Shampoo,Beauty & Hygiene,Hair Care,BIOTIQUE,119.25,159.0,Shampoo & Conditioner,4.3,"Biotique Bio Kelp Fresh Growth Protein Shampoo is an intensive hair treatment for regrowth and curbs falling hair. It has natural proteins, peppermint oil and mint leaf extract, to form hair for stronger, thicker growth and healthier shine. It conditions the hair with no affecting the acid balance of the scalp. The normal mineral and protein contents go in hair shafts, nourish scalp and slow down hair loss.  For Beauty tips, tricks & more visit https://bigbasket.blog/"
6245,"Pure Impact Body Wash With Purifying Micro Particles - Shower Gel For Body, Face & Hair",Beauty & Hygiene,Bath & Hand Wash,Nivea Men,259.0,399.0,Bath & Shower,4.3,"For men who want that deep cleansing effect, the innovative 3-in-1 formula for body, face and hair with extra fine scrub particles deeply cleanses and moisturizes to provide long-lasting freshness that leaves you feeling revitalised and rehydrated.For Beauty tips, tricks & more visit https://bigbasket.blog/"
6255,Stretch Mark Cream - For Moms,Baby Care,Mothers & Maternity,Himalaya,150.0,150.0,Maternity Personal Care,3.4,"Stretch mark Cream is an advanced herb-oil-butter formula with ingredients safe to be used during and after pregnancy. It helps improve skin elasticity, reduce the appearance of stretch marks and sagging skin, and soothes itching due to dryness. A powerful blend of the herbs Centella, Pomegranate, Licorice and Rice Bran extracts infused in the oils of Sweet Almond and Wheat Germ and the butter of Mango, Shea and Kokum deeply nourish the herbal dry skin."
6347,Men Fresh Active Deodorant,Beauty & Hygiene,Fragrances & Deos,Nivea Men,398.0,398.0,Men's Deodorants,4.2,"Beat the heat with the NIVEA MEN Fresh Active Deodorant. With refreshing tones of ocean extracts, stay fresh, stay active this summer. The masculine fragrance keeps you fresh and confident all day while the care complex takes care of your underarm skin."
6372,Onion Black Seed Shampoo,Beauty & Hygiene,Hair Care,BIOTIQUE,247.5,330.0,Shampoo & Conditioner,,"Biotique Onion Black Seed  Shampoo is enriched with Himalayan onion black seed extract. It reduces hair fall & breakage, boosts healthy growth and shine. The antioxidants help prevent hair breakage. It hydrates your hair cuticles, strengths and adds shine. It maintains the pH level of your hair preventing it from premature greying. This oil boosts hair growth and nourishes it from the roots to tip."
6433,Absolute Argan Oil Radiance Night Revival Eye Creme,Beauty & Hygiene,Skin Care,Lakme,520.0,650.0,Eye Care,3.0,"Introducing the New Lakme Absolute Argan Oil Radiance Night Revival Eye Crème. Infused with Moroccan Argan oil & Opti Glow Complex, this non-greasy and non-sticky formula instantly absorbs into your skin and helps reduce dark circles, dullness to give you a bright look. Massaging with it relaxes your eyes.Meet the range of luxurious face care products from the house of Lakme. This range of skincare products is infused with legendary Moroccon Argan oil, which is known to provide superior nourishment."
6435,"Anti-Pollution Daily Face Cream, For Dry & Oily Skin, For a Bright Glowing Skin",Beauty & Hygiene,Skin Care,Mamaearth,349.0,349.0,Face Care,3.7,"This unique lightweight cream offers tough protection from pollution and UV rays while being gentle on the skin. The non-greasy formula forms a shield to protect against dirt, pollution, and the sun. Enriched with soothing Turmeric Extract and nourishing Carrot Extract, it keeps your skin calm and nourished. Turmeric Extract restores elasticity, brightens the complexion, and keeps skin moisturized. Carrot improves skin elasticity, nourishes, and repairs skin. Pollustop® forms an invisible shield to protect your skin from free radical damage and acne-causing dirt. The Anti-Pollution Face Cream is dermatologically-tested and suitable for all skin types. It’s completely free of harmful chemicals like Sulfates, Parabens, Silicones, Petrolatum, and Dyes."
6446,Foaming Face Wash For Kids,Baby Care,Baby Bath & Hygiene,Mamaearth,349.0,349.0,Baby Bath,4.4,"Hi! I am MadeSafe certified, dermatologically tested and pH balanced, Mamaearths everyday foaming face wash for kids. My tear free and soap-free formula cleanses and moisturises your babys face gently. Infused with Coconut based cleansers, Calendula extract, Aloe vera and Lavender oil, I nourish while I cleanse. I am hypoallergenic with no harsh chemicals like SLS, parabens, phthalates, detergents, or artificial fragrances."
6456,Soap - Neem & Turmeric,Beauty & Hygiene,Bath & Hand Wash,Himalaya,54.1,60.0,Bathing Bars & Soaps,4.3,"Himalaya Protecting Neem and Turmeric soap improved with oils of Neem that protects skin due to its antibacterial activities; Lemon that energizes and keeps skin due to its antiseptic activities and Turmeric nourishes, recovers complexion and its antiseptic activities protect the skin.For Beauty tips, tricks & more visit https://bigbasket.blog/"
6465,Fresh Start Oil Clear Peach Face Wash,Beauty & Hygiene,Skin Care,Himalaya,105.0,140.0,Face Care,4.2,"Himalaya Fresh Start Oil Clear Peach Face Wash is specially formulated with the peppy freshness of Peach and the deep cleansing action of natural beads that helps to remove excess oil, dirt, and impurities. It gives you oil-free freshness throughout the day and makes your face soft, healthy, and fresh. Containing skin-conditioning properties, Peach enhances the appearance of the skin and restores skin softness and suppleness. The astringent properties in Indian Gooseberry help to reduce excess skin oiliness. The tannins act as free radical scavengers."
6495,Onion Hair Oil For Hair Regrowth & Hair Fall Control,Beauty & Hygiene,Hair Care,Mamaearth,599.0,599.0,Hair Oil & Serum,4.3,"Stress, pollution & unhealthy lifestyle choices can lead to many hair troubles; hair fall being the most common one. Mamaearth Onion Hair Oil helps you combat this problem.Onion Oil, rich in Sulphur, Potassium & antioxidants, reduces hair fall & accelerates hair regrowth. One of the newest breakthrough ingredients in hair regrowth, Redensyl, unblocks hair follicles & also boosts new hair growth. The easy comb applicator ensures that oil sinks well and spreads evenly on the scalp. Safe for coloured & chemically treated hair, the Oil is free of harmful chemicals & toxins such as Silicones, Parabens, Mineral Oil, and Dyes.The hair oil is dermatologically tested and can be used on all skin types. The product has no harsh chemicals and is free of SLS, Parabens, and Mineral Oils."
